;client;client_id;f_nac;edad;ingr_liquido;comuna;comuna_id;ciudad;ciudad_id;region;gse;gse_id;prof;prof_id;genero;cond_civ;antig_client;auto_marca;auto;auto_marca_id;period_fabr;auto_tasacion;auto_tot_tas;num_auto;p_avaluo_total;dconsumo;lincred;dhipotecario;num_Inst
37603;149966586;1199712;23-01-1982;34;960102;PUENTE ALTO;207;PUENTE ALTO;33;13;C3;3.0;;;1;1;0;;0;;;;;;27422913.0;1714000.0;29263000.0;68600000.0;2.0
486;929461;7415;05-06-1979;36;786972;LA REINA;111;SANTIAGO;44;13;ABC1;1.0;;;2;1;2;NISSAN;1;81.0;2012.0;8457142.0;8457142.0;1.0;25959782.0;5301000.0;9719000.0;0.0;2.0
14571;28636586;229072;20-10-1970;45;3138328;VINA DEL MAR;298;VALPARAISO;51;5;;;MEDICO;1.0;1;2;10;SUZUKI;1;105.0;2007.0;3531250.0;3531250.0;1.0;4286016.0;3564000.0;26411000.0;39409000.0;1.0
13308;26243836;209930;29-10-1953;62;2498250;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;;;1;1;3;;0;;;;;;46258582.0;22523000.0;12261000.0;0.0;3.0
34722;125292336;1002318;07-03-1987;29;852071;PROVIDENCIA;203;SANTIAGO;44;13;OTRO;7.0;;;2;1;1;GREAT WALL;1;34.0;2012.0;3800000.0;3800000.0;1.0;;7437000.0;100000.0;0.0;3.0
36751;142213461;1137687;28-03-1969;47;1812309;LOS ANGELES;136;LOS ANGELES;26;8;E;5.0;CONSTRUCTOR CIVIL;1.0;1;1;5;;0;;;;;;109136045.0;38702000.0;10616000.0;12939000.0;2.0
11375;22435586;179464;07-11-1970;45;1216783;PENALOLEN;187;SANTIAGO;44;13;D;4.0;TECNICO;3.0;1;3;10;SUZUKI;1;105.0;2009.0;6465000.0;9715000.0;2.0;22111776.0;16928000.0;6731000.0;20466000.0;3.0
36518;140322711;1122561;17-02-1959;57;1373160;PROVIDENCIA;203;SANTIAGO;44;13;ABC1;1.0;SECRETARIA;1.0;2;1;6;;0;;;;;;6253928.0;565000.0;10070000.0;63673000.0;1.0
50411;513088836;4104690;25-11-1979;36;441011;SANTIAGO;271;SANTIAGO;44;13;C3;3.0;INGENIERO;1.0;2;2;0;SUZUKI;1;105.0;2013.0;5943333.0;5943333.0;1.0;5238802.0;104000.0;6235000.0;0.0;2.0
35274;129790461;1038303;14-02-1962;54;502601;VINA DEL MAR;298;VALPARAISO;51;5;ABC1;1.0;DUENA DE CASA;3.0;2;2;3;;0;;;;;;31492743.0;3099000.0;5294000.0;23901000.0;2.0
42580;246569211;1972533;10-01-1981;35;834000;SANTIAGO;271;SANTIAGO;44;13;C2;2.0;PSICOLOGO;1.0;2;1;0;;0;;;;;;;2666000.0;13074000.0;21988000.0;2.0
43651;257547336;2060358;29-04-1974;42;2100000;LA SERENA;112;COQUIMBO;16;4;C2;2.0;PSICOLOGO;1.0;1;1;0;;0;;;;;;35632320.0;63306000.0;10287000.0;65742000.0;3.0
20694;68951836;551594;05-06-1972;43;4263077;CONCEPCION;54;CONCEPCION;14;8;C2;2.0;;;2;2;0;VOLKSWAGEN;1;113.0;2003.0;2397500.0;2397500.0;1.0;;14806000.0;12050000.0;187629000.0;2.0
48637;430226086;3441788;12-09-1973;42;848575;PENCO;189;CONCEPCION;14;8;;;;;1;1;0;SUBARU;1;104.0;1989.0;650000.0;5357500.0;2.0;;545000.0;1802000.0;0.0;1.0
11773;23221961;185755;11-11-1963;52;8557118;LO BARNECHEA;128;SANTIAGO;44;13;ABC1;1.0;;;1;2;8;SUZUKI;1;105.0;2010.0;4030000.0;4030000.0;2.0;197522243.0;12493000.0;51851000.0;95643000.0;2.0
29721;86480711;691825;24-09-1983;32;1681012;LA REINA;111;SANTIAGO;44;13;ABC1;1.0;;;1;1;0;;0;;;;;;;13370000.0;7446000.0;4597000.0;2.0
57121;956421711;7651353;10-07-1967;48;884591;ILLAPEL;97;ILLAPEL;20;4;;;;;1;3;0;JAC;1;48.0;2012.0;5340000.0;5340000.0;1.0;;10037000.0;1022000.0;0.0;1.0
14586;28658711;229249;05-04-1972;44;2072997;PENALOLEN;187;SANTIAGO;44;13;C2;2.0;;;1;2;8;;0;;;;;;55341472.0;24911000.0;15154000.0;86569000.0;2.0
10196;20023711;160169;26-02-1975;41;1274568;ARICA;10;ARICA;3;15;;;;;1;3;6;;0;;;;;;28814100.0;460000.0;1474000.0;0.0;1.0
42012;242133586;1937048;23-08-1968;47;3500000;NUNOA;169;SANTIAGO;44;13;C2;2.0;;;1;2;0;;0;;;;;;86675142.0;5479000.0;4737000.0;80347000.0;1.0
60;128461;1007;06-10-1954;61;3438630;NUNOA;169;SANTIAGO;44;13;ABC1;1.0;VENDEDOR;2.0;1;3;12;DODGE;1;26.0;2004.0;4095000.0;4095000.0;3.0;52567734.0;29595000.0;69650000.0;57691000.0;2.0
22218;77336961;618675;27-11-1968;47;4900858;LA SERENA;112;COQUIMBO;16;4;ABC1;1.0;INGENIERO;1.0;1;2;0;;0;;;;;;206414674.0;2133000.0;47660000.0;294489000.0;4.0
27087;83995711;671945;12-02-1977;39;2162256;PROVIDENCIA;203;SANTIAGO;44;13;ABC1;1.0;;;1;1;1;CHEVROLET;1;18.0;2008.0;5165000.0;5165000.0;1.0;51940135.0;195000.0;17639000.0;166353000.0;1.0
3024;5792211;46317;18-09-1956;59;701707;VILLA ALEMANA;296;VALPARAISO;51;5;;;EMPLEADO;3.0;1;1;3;FORD;1;29.0;2006.0;3895000.0;3895000.0;1.0;13723338.0;633000.0;7716000.0;19710000.0;1.0
44609;266734586;2133856;14-05-1973;43;918000;RECOLETA;232;SANTIAGO;44;13;D;4.0;;;1;3;0;;0;;;;;;26205154.0;8489000.0;7912000.0;39839000.0;2.0
54806;730161461;5841271;21-11-1990;25;399908;PENAFLOR;186;TALAGANTE;45;13;;;;;2;1;0;;0;;;;;;;110000.0;5118000.0;28264000.0;2.0
56130;822355711;6578825;11-06-1978;37;1761545;COPIAPO;57;COPIAPO;15;3;C3;3.0;;;1;1;0;HYUNDAI;1;44.0;2012.0;6635000.0;6635000.0;1.0;;6717000.0;7433000.0;0.0;3.0
26505;83383211;667045;26-07-1974;41;990000;VILLARRICA;297;TEMUCO;47;9;;;;;1;1;0;CHEVROLET;1;18.0;1985.0;655000.0;655000.0;1.0;5246129.0;2835000.0;1150000.0;0.0;1.0
5884;11572336;92558;17-04-1965;51;3396227;ANTOFAGASTA;8;ANTOFAGASTA;2;2;C2;2.0;TECNICO;3.0;2;1;1;;0;;;;;;21367964.0;50000.0;14785000.0;27753000.0;1.0
45370;277867961;2222923;05-05-1980;36;838878;SAN MIGUEL;257;SANTIAGO;44;13;C3;3.0;;;1;3;0;PEUGEOT;1;85.0;2012.0;5380000.0;5380000.0;1.0;;15197000.0;2185000.0;0.0;3.0
57018;936832211;7494637;31-05-1981;34;1097632;SANTIAGO;271;SANTIAGO;44;13;C3;3.0;;;1;1;0;SUZUKI;1;105.0;2013.0;6893333.0;6893333.0;1.0;;4393000.0;5111000.0;0.0;1.0
33398;114203086;913604;13-12-1963;52;1265511;LA SERENA;112;COQUIMBO;16;4;;;QUIMICO;1.0;1;2;0;;0;;;;;;;0.0;10684000.0;48395000.0;0.0
32478;106499086;851972;13-12-1966;49;1078964;MAIPU;146;SANTIAGO;44;13;C3;3.0;EMPLEADO;3.0;1;2;0;HYUNDAI;1;44.0;2012.0;8908333.0;8908333.0;1.0;30619725.0;11621000.0;17703000.0;0.0;2.0
7783;15425711;123385;02-12-1962;53;5403756;CONCEPCION;54;CONCEPCION;14;8;D;4.0;MEDICO;1.0;1;2;8;CHRYSLER;1;19.0;2006.0;6180000.0;21980000.0;3.0;197426486.0;16921000.0;41614000.0;116850000.0;2.0
32955;110422461;883359;07-03-1973;43;661961;ANTOFAGASTA;8;ANTOFAGASTA;2;2;C3;3.0;;;1;1;4;KIA MOTORS;1;58.0;2013.0;5010000.0;5010000.0;1.0;;5352000.0;8934000.0;29936000.0;2.0
6666;13123461;104967;14-10-1977;38;2238432;TALCAHUANO;277;CONCEPCION;14;8;;;;;1;2;6;MG;1;75.0;2013.0;4967500.0;7607500.0;2.0;;14157000.0;26524000.0;87020000.0;2.0
7714;15277836;122202;27-07-1975;40;1378114;QUILPUE;224;VALPARAISO;51;5;;;;;2;1;5;HYUNDAI;1;44.0;2013.0;7733333.0;7733333.0;1.0;19712917.0;10640000.0;6405000.0;23322000.0;3.0
28578;85301461;682391;15-04-1974;42;975654;SAN PEDRO DE LA PAZ;262;CONCEPCION;14;8;;;INGENIERO;1.0;1;2;3;;0;;;;;;;7532000.0;18342000.0;29734000.0;3.0
53242;639965961;5119707;14-08-1986;29;735935;PUDAHUEL;206;SANTIAGO;44;13;D;4.0;;;2;1;0;;0;;;;;;;0.0;3440000.0;31899000.0;0.0
54382;704274461;5634175;17-04-1982;34;2892742;SAN MIGUEL;257;SANTIAGO;44;13;C3;3.0;;;1;1;0;;0;;;;;;21031.0;8193000.0;2731000.0;0.0;3.0
2768;5359836;42858;27-06-1958;57;3000000;NUNOA;169;SANTIAGO;44;13;C2;2.0;MEDICO;1.0;1;2;7;TOYOTA;1;109.0;2011.0;7918333.0;7918333.0;1.0;189864904.0;191000.0;17135000.0;0.0;1.0
19830;50990461;407903;20-10-1975;40;833304;SAN MIGUEL;257;SANTIAGO;44;13;C2;2.0;;;2;1;12;SUBARU;1;104.0;1992.0;895000.0;895000.0;1.0;30406379.0;2632000.0;4981000.0;36833000.0;3.0
13;33211;245;20-09-1972;43;1187280;SANTIAGO;271;SANTIAGO;44;13;C2;2.0;AYUDANTE;3.0;1;1;5;;0;;;;;;27317257.0;133000.0;8018000.0;52354000.0;1.0
7119;14014836;112098;04-02-1957;59;1005710;LA FLORIDA;106;SANTIAGO;44;13;ABC1;1.0;EMPLEADO;3.0;1;1;4;CHEVROLET;1;18.0;2006.0;3530000.0;3820000.0;2.0;29167648.0;3186000.0;7630000.0;0.0;1.0
8652;17143461;137127;01-07-1980;35;1296850;MAIPU;146;SANTIAGO;44;13;;;;;2;1;0;;0;;;;;;33277119.0;12758000.0;10125000.0;65459000.0;3.0
36743;142118211;1136925;15-05-1958;58;1167410;PEDRO AGUIRRE CERDA;185;SANTIAGO;44;13;ABC1;1.0;;;2;1;0;;0;;;;;;56788989.0;83000.0;6450000.0;47445000.0;1.0
42166;243081711;1944633;05-06-1981;34;1612484;CONCEPCION;54;CONCEPCION;14;8;ABC1;1.0;;;1;1;0;SUZUKI;1;105.0;2005.0;3850000.0;3850000.0;3.0;6981811.0;19372000.0;33132000.0;54852000.0;4.0
31654;99456461;795631;04-07-1985;30;822948;RECOLETA;232;SANTIAGO;44;13;D;4.0;;;1;1;0;;0;;;;;;21087578.0;5710000.0;2732000.0;1270000.0;1.0
25304;81923211;655365;30-10-1967;48;2824584;MELIPILLA;155;MELIPILLA;27;13;C3;3.0;DENTISTA;1.0;1;2;0;;0;;;;;;66535815.0;12539000.0;28963000.0;11285000.0;1.0
40726;223720336;1789742;22-08-1981;34;1689958;CURACAUTIN;62;ANGOL;1;9;;;;;1;1;0;AUDI;1;9.0;2009.0;7872000.0;7872000.0;1.0;;4260000.0;10357000.0;154889000.0;3.0
38855;198723586;1589768;14-09-1968;47;1686538;PENALOLEN;187;SANTIAGO;44;13;D;4.0;CONTADOR;1.0;2;1;0;;0;;;;;;9199944.0;13819000.0;17203000.0;66125000.0;3.0
28262;85007211;680037;19-05-1981;35;2136242;LO BARNECHEA;128;SANTIAGO;44;13;ABC1;1.0;EMPLEADO;3.0;1;1;0;HYUNDAI;1;44.0;2008.0;6972500.0;11680000.0;2.0;27677430.0;8062000.0;9363000.0;70113000.0;3.0
3546;6878711;55009;04-06-1974;41;1307940;PUNTA ARENAS;212;PUNTA ARENAS;36;12;;;;;1;3;2;;0;;;;;;22734891.0;40601000.0;14776000.0;36318000.0;2.0
34634;124594086;996732;04-11-1983;32;925673;VINA DEL MAR;298;VALPARAISO;51;5;ABC1;1.0;;;1;1;12;RENAULT;1;91.0;2012.0;7156666.0;7156666.0;1.0;;240000.0;9926000.0;138660000.0;1.0
49421;467223961;3737771;30-05-1978;37;792000;PENALOLEN;187;SANTIAGO;44;13;C2;2.0;;;1;3;0;FORD;1;29.0;2006.0;5330000.0;6888571.0;2.0;;37117000.0;1025000.0;35849000.0;2.0
10609;20897961;167163;22-03-1965;51;791553;LO BARNECHEA;128;SANTIAGO;44;13;;;ARQUITECTO;1.0;1;2;2;;0;;;;;;128177504.0;5181000.0;4969000.0;118304000.0;2.0
2027;3913961;31291;30-09-1963;52;1984849;ANTOFAGASTA;8;ANTOFAGASTA;2;2;;;INGENIERO;1.0;1;3;11;;0;;;;;;70931973.0;213000.0;24301000.0;78709000.0;1.0
25346;81956211;655629;20-01-1969;47;1302485;IQUIQUE;99;IQUIQUE;21;1;ABC1;1.0;;;1;3;1;;0;;;;;;40873073.0;1000.0;11750000.0;30807000.0;1.0
12269;24214836;193698;08-07-1972;43;573326;VILLA ALEMANA;296;VALPARAISO;51;5;;;PROGRAMADOR;1.0;2;1;5;TOYOTA;1;109.0;1979.0;360000.0;2180000.0;2.0;13389552.0;26826000.0;21502000.0;37050000.0;2.0
108;222086;1756;30-10-1960;55;678268;CHILLAN;37;CHILLAN;11;8;D;4.0;EMPLEADO;3.0;1;3;6;JEEP;1;50.0;2012.0;8855000.0;8855000.0;1.0;24150852.0;974000.0;3676000.0;19861000.0;2.0
49407;466586211;3732669;30-08-1984;31;1505626;VICTORIA;292;ANGOL;1;9;;;;;1;1;0;SAMSUNG;1;95.0;2011.0;4200000.0;4200000.0;1.0;2902462.0;1730000.0;1596000.0;41147000.0;2.0
28866;85641086;685108;08-04-1982;34;1841504;CALAMA;15;CALAMA;5;2;;;;;2;1;0;;0;;;;;;41763953.0;20106000.0;17877000.0;39462000.0;2.0
15400;30264336;242094;11-03-1970;46;3074219;QUINTA NORMAL;227;SANTIAGO;44;13;D;4.0;;;2;2;5;;0;;;;;;15835142.0;13523000.0;42608000.0;36653000.0;3.0
2358;4584336;36654;04-09-1958;57;3000000;LA REINA;111;SANTIAGO;44;13;ABC1;1.0;MEDICO;1.0;2;2;0;SUZUKI;1;105.0;2005.0;4680000.0;4680000.0;1.0;146314837.0;29586000.0;58675000.0;209533000.0;3.0
30238;87265461;698103;12-09-1986;29;640128;VALPARAISO;291;VALPARAISO;51;5;C3;3.0;;;2;1;1;;0;;;;;;16255205.0;139000.0;5785000.0;34336000.0;2.0
49192;456938586;3655488;25-02-1970;46;2571482;LA FLORIDA;106;SANTIAGO;44;13;ABC1;1.0;;;1;3;0;SUZUKI;1;105.0;2011.0;7480000.0;7760000.0;3.0;23578631.0;1962000.0;21496000.0;83956000.0;2.0
5161;10186461;81471;10-02-1975;41;1300000;VINA DEL MAR;298;VALPARAISO;51;5;;;;;1;2;5;;0;;;;;;;10945000.0;13531000.0;0.0;1.0
47289;367258336;2938046;28-07-1981;34;1300000;CALDERA;17;COPIAPO;15;3;;;;;1;1;0;CHEVROLET;1;18.0;2006.0;2730000.0;2730000.0;1.0;;13756000.0;823000.0;38196000.0;1.0
52179;592322961;4738563;04-07-1975;40;1803002;TALCA;276;TALCA;46;7;C2;2.0;;;1;1;0;;0;;;;;;;24484000.0;26610000.0;0.0;4.0
29688;86440836;691506;27-12-1984;31;4708184;CALAMA;15;CALAMA;5;2;OTRO;7.0;;;1;1;0;FORD;1;29.0;2005.0;4006666.0;19962380.0;4.0;37306334.0;105364000.0;30219000.0;39337000.0;6.0
12337;24322086;194556;16-06-1966;49;2487898;PROVIDENCIA;203;SANTIAGO;44;13;ABC1;1.0;ARQUITECTO;1.0;1;2;5;CHEVROLET;1;18.0;1988.0;670000.0;670000.0;2.0;78241645.0;17620000.0;3890000.0;84302000.0;2.0
38256;171821461;1374551;20-02-1955;61;629112;ARICA;10;ARICA;3;15;D;4.0;AGENTE;2.0;1;1;0;HYUNDAI;1;44.0;2008.0;7503333.0;7503333.0;2.0;5995325.0;1321000.0;5505000.0;0.0;3.0
56354;842816586;6742512;12-10-1976;39;394009;SAN MIGUEL;257;SANTIAGO;44;13;C3;3.0;;;1;2;0;NISSAN;1;81.0;2013.0;9542222.0;9542222.0;1.0;20314444.0;676000.0;2249000.0;29664000.0;1.0
26126;82993336;663926;04-10-1972;43;2398031;TEMUCO;278;TEMUCO;47;9;OTRO;7.0;CONTADOR;1.0;1;3;1;;0;;;;;;95142320.0;3722000.0;71621000.0;0.0;4.0
52040;586329086;4690612;16-05-1979;37;666000;RECOLETA;232;SANTIAGO;44;13;C3;3.0;;;1;1;0;;0;;;;;;;4153000.0;5885000.0;0.0;1.0
21467;76018461;608127;30-05-1964;51;1931883;LO BARNECHEA;128;SANTIAGO;44;13;C3;3.0;DUENA DE CASA;3.0;2;3;0;HYUNDAI;1;44.0;2009.0;6905000.0;6905000.0;1.0;39845676.0;4026000.0;20616000.0;91797000.0;1.0
35334;130426961;1043395;06-08-1970;45;630710;LOS ANGELES;136;LOS ANGELES;26;8;C3;3.0;;;1;3;0;NISSAN;1;81.0;2013.0;5050000.0;7498750.0;2.0;;5456000.0;13002000.0;17583000.0;2.0
47247;365315836;2922506;13-10-1972;43;923327;SAN ANTONIO;245;SAN ANTONIO;40;5;ND;6.0;;;1;1;0;CHRYSLER;1;19.0;2003.0;2960000.0;2960000.0;1.0;14021819.0;13696000.0;3855000.0;33827000.0;3.0
6019;11840336;94702;08-09-1969;46;3606898;COYHAIQUE;60;COYHAIQUE;17;11;;;ASISTENTE SOCIAL;1.0;2;2;6;TOYOTA;1;109.0;2004.0;2469166.0;2469166.0;1.0;84045920.0;25481000.0;24305000.0;0.0;3.0
20556;67482586;539840;30-08-1965;50;1883391;PUDAHUEL;206;SANTIAGO;44;13;C2;2.0;CONTADOR;1.0;1;2;0;CHEVROLET;1;18.0;2013.0;4910000.0;4910000.0;2.0;20413043.0;55846000.0;11434000.0;0.0;3.0
17958;36662961;293283;05-04-1968;48;2137052;IQUIQUE;99;IQUIQUE;21;1;C2;2.0;;;1;2;1;YAMAHA;1;116.0;1977.0;110000.0;110000.0;2.0;;5323000.0;22267000.0;81977000.0;1.0
34485;123354836;986818;06-02-1979;37;945941;EL BOSQUE;70;SANTIAGO;44;13;C3;3.0;;;2;2;0;;0;;;;;;;5711000.0;14134000.0;40373000.0;2.0
14832;29112461;232879;12-09-1959;56;3811000;IQUIQUE;99;IQUIQUE;21;1;C2;2.0;INGENIERO;1.0;1;3;0;KIA;1;57.0;2003.0;2623333.0;2623333.0;3.0;54419287.0;280000.0;41916000.0;28819000.0;2.0
5475;10783586;86248;09-09-1961;54;995624;PUENTE ALTO;207;PUENTE ALTO;33;13;C2;2.0;TRADUCTOR;1.0;1;3;19;NISSAN;1;81.0;2012.0;5303000.0;5503000.0;2.0;14275361.0;4704000.0;6779000.0;0.0;3.0
55146;751189961;6009499;23-01-1981;35;995628;VINA DEL MAR;298;VALPARAISO;51;5;C2;2.0;;;2;2;0;KIA MOTORS;1;58.0;2012.0;5130000.0;5130000.0;1.0;;87000.0;40418000.0;45699000.0;1.0
18855;42629711;341017;08-01-1952;64;483709;PUENTE ALTO;207;PUENTE ALTO;33;13;ABC1;1.0;EMPLEADO;3.0;1;3;1;CITROEN;1;20.0;1970.0;80000.0;5412000.0;2.0;;0.0;300000.0;0.0;0.0
20269;58281711;466233;08-06-1978;37;5379597;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;;;1;1;2;;0;;;;;;148196130.0;215539000.0;156322000.0;57924000.0;4.0
4344;8595711;68745;22-04-1964;52;3790595;SANTIAGO;271;SANTIAGO;44;13;C2;2.0;INGENIERO;1.0;1;2;2;;0;;;;;;112077104.0;14762000.0;33778000.0;23495000.0;2.0
43081;250857336;2006838;04-09-1976;39;1291781;SANTIAGO;271;SANTIAGO;44;13;C2;2.0;INGENIERO;1.0;1;2;0;NISSAN;1;81.0;2008.0;4360000.0;4360000.0;1.0;70522652.0;1044000.0;16779000.0;121535000.0;1.0
1594;3107586;24840;13-04-1975;41;1507913;NUNOA;169;SANTIAGO;44;13;ABC1;1.0;;;1;3;0;HYUNDAI;1;44.0;2010.0;7615000.0;14855000.0;2.0;38086299.0;2383000.0;24011000.0;49957000.0;2.0
5480;10787461;86279;19-08-1963;52;3100539;SANTIAGO;271;SANTIAGO;44;13;C2;2.0;ABOGADO;1.0;1;2;8;PEUGEOT;1;85.0;1968.0;200000.0;1775000.0;2.0;67810077.0;48159000.0;14806000.0;73301000.0;2.0
50992;541359461;4330855;11-10-1970;45;3049076;PUENTE ALTO;207;PUENTE ALTO;33;13;;;SECRETARIA;1.0;2;1;0;CHERY;1;17.0;2011.0;2230000.0;2230000.0;1.0;;17116000.0;1615000.0;42506000.0;3.0
6648;13093211;104725;14-10-1953;62;4224966;CONCEPCION;54;CONCEPCION;14;8;ABC1;1.0;MEDICO;1.0;2;1;5;SUZUKI;1;105.0;1998.0;1750000.0;1750000.0;1.0;49391103.0;26648000.0;1281000.0;0.0;3.0
54036;684517086;5476116;01-12-1975;40;460559;MELIPILLA;155;MELIPILLA;27;13;;;;;1;1;0;MAZDA;1;72.0;1980.0;450000.0;450000.0;1.0;19879411.0;666000.0;4001000.0;24414000.0;1.0
12649;24928461;199407;20-01-1984;32;1383134;BUIN;11;SAN BERNARDO;41;13;;;;;2;1;0;TOYOTA;1;109.0;2009.0;3910000.0;3910000.0;1.0;3112173.0;18906000.0;19274000.0;0.0;2.0
23425;79179586;633416;16-08-1952;63;1923700;QUINTERO;228;VALPARAISO;51;5;;;EMPLEADO;3.0;1;3;19;;0;;;;;;73979344.0;30557000.0;5076000.0;0.0;4.0
39439;211604586;1692816;30-04-1980;36;1600000;MACUL;144;SANTIAGO;44;13;C2;2.0;;;2;1;0;;0;;;;;;33132306.0;932000.0;14666000.0;47250000.0;2.0
38668;193425461;1547383;20-07-1975;40;1955638;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;VETERINARIO;1.0;2;1;0;HONDA;1;41.0;2010.0;6790000.0;16700000.0;3.0;;966000.0;45875000.0;95552000.0;2.0
10703;21059711;168457;19-08-1961;54;2955627;CALAMA;15;CALAMA;5;2;C3;3.0;TECNICO;3.0;1;3;2;KAWASAKI;1;55.0;1995.0;850000.0;1790000.0;4.0;29980246.0;27776000.0;4822000.0;219470000.0;1.0
16630;32823961;262571;24-01-1987;29;1185000;LA CISTERNA;103;SANTIAGO;44;13;C3;3.0;;;2;1;0;;0;;;;;;11756192.0;11469000.0;4033000.0;17385000.0;2.0
45512;281533961;2252251;06-03-1974;42;595707;IQUIQUE;99;IQUIQUE;21;1;ND;6.0;EMPLEADO;3.0;1;3;0;HYUNDAI;1;44.0;2010.0;4230000.0;4230000.0;1.0;;511000.0;2712000.0;28616000.0;1.0
32786;109185086;873460;23-04-1980;36;860580;SANTIAGO;271;SANTIAGO;44;13;D;4.0;;;2;1;0;;0;;;;;;33524453.0;904000.0;8862000.0;25276000.0;2.0
45963;303613086;2428884;26-09-1967;48;787842;LA FLORIDA;106;SANTIAGO;44;13;C3;3.0;;;1;1;0;;0;;;;;;;14500000.0;9780000.0;24756000.0;3.0
56927;926998211;7415965;13-08-1967;48;1893338;PUENTE ALTO;207;PUENTE ALTO;33;13;ABC1;1.0;DUENA DE CASA;3.0;2;1;0;;0;;;;;;;0.0;2495000.0;0.0;0.0
47313;368814711;2950497;19-07-1976;39;954968;CONCEPCION;54;CONCEPCION;14;8;D;4.0;;;2;1;0;HYUNDAI;1;44.0;2010.0;3886666.0;6211666.0;2.0;;9569000.0;9521000.0;39812000.0;1.0
22826;77450211;619581;18-06-1977;38;2267862;HUALPEN;92;CONCEPCION;14;8;C3;3.0;INGENIERO;1.0;1;2;0;;0;;;;;;41157207.0;5486000.0;40894000.0;70929000.0;2.0
10663;20983336;167846;16-08-1973;42;2600000;MACUL;144;SANTIAGO;44;13;C2;2.0;;;1;3;5;;0;;;;;;39882832.0;10858000.0;25645000.0;63514000.0;2.0
2127;4143711;33129;16-03-1972;44;1288498;LA CISTERNA;103;SANTIAGO;44;13;C2;2.0;;;1;2;0;;0;;;;;;24077330.0;15200000.0;2179000.0;53717000.0;1.0
32485;106568836;852530;02-03-1965;51;649017;QUILICURA;221;SANTIAGO;44;13;C2;2.0;COMERCIANTE;2.0;1;1;0;DAEWOO;1;22.0;1993.0;880000.0;880000.0;1.0;;1781000.0;1632000.0;18549000.0;2.0
52326;598283836;4786250;02-12-1984;31;850000;PAINE;178;SAN BERNARDO;41;13;;;;;1;1;0;TOYOTA;1;109.0;2010.0;5510000.0;5510000.0;1.0;20836863.0;9951000.0;11755000.0;41867000.0;4.0
18674;37466836;299714;02-02-1971;45;3532419;HUECHURABA;96;SANTIAGO;44;13;ABC1;1.0;;;1;2;3;;0;;;;;;120937332.0;42776000.0;22015000.0;124726000.0;3.0
38842;198524586;1588176;29-05-1978;37;581571;EL BOSQUE;70;SANTIAGO;44;13;OTRO;7.0;INGENIERO;1.0;1;1;0;;0;;;;;;19947024.0;8724000.0;9672000.0;32411000.0;2.0
14117;27736461;221871;05-12-1953;62;1052267;LOS ANDES;135;LOS ANDES;25;5;D;4.0;TECNICO;3.0;1;3;5;;0;;;;;;39819819.0;25571000.0;16666000.0;45487000.0;2.0
16348;32328461;258607;18-09-1960;55;1096648;PUENTE ALTO;207;PUENTE ALTO;33;13;C2;2.0;TECNICO;3.0;1;2;0;;0;;;;;;11869570.0;29000.0;7011000.0;35564000.0;1.0
11530;22737711;181881;05-09-1972;43;6899754;LO BARNECHEA;128;SANTIAGO;44;13;ABC1;1.0;ABOGADO;1.0;1;2;5;;0;;;;;;152228362.0;181331000.0;131733000.0;379216000.0;4.0
26574;83460336;667662;13-06-1975;40;2679802;VALDIVIA;289;VALDIVIA;49;14;;;;;1;2;0;;0;;;;;;33530009.0;6618000.0;7027000.0;24324000.0;3.0
54705;724607086;5796836;15-03-1980;36;1056991;NUNOA;169;SANTIAGO;44;13;C2;2.0;;;2;1;0;;0;;;;;;12584005.0;9034000.0;4718000.0;29076000.0;2.0
50824;532959586;4263656;21-06-1977;38;2036409;LA SERENA;112;COQUIMBO;16;4;;;;;2;2;0;;0;;;;;;11588105.0;4857000.0;15984000.0;0.0;1.0
13974;27487211;219877;13-09-1967;48;1854000;IQUIQUE;99;IQUIQUE;21;1;C2;2.0;;;1;3;6;;0;;;;;;76698365.0;36164000.0;42033000.0;53946000.0;3.0
45683;289927211;2319397;05-02-1968;48;675385;CALAMA;15;CALAMA;5;2;C2;2.0;;;2;1;0;KIA MOTORS;1;58.0;2011.0;6238750.0;6238750.0;1.0;13993414.0;4928000.0;11568000.0;0.0;4.0
52206;593140336;4745102;12-04-1984;32;1649781;ANTOFAGASTA;8;ANTOFAGASTA;2;2;;;;;1;1;0;;0;;;;;;;3419000.0;12544000.0;85016000.0;2.0
36527;140455961;1123627;31-05-1979;36;830539;LA GRANJA;107;SANTIAGO;44;13;D;4.0;DIGITADOR;2.0;1;2;1;CHEVROLET;1;18.0;2010.0;3560000.0;3560000.0;1.0;;92000.0;1574000.0;39737000.0;1.0
5206;10266961;82115;11-08-1976;39;2500000;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;;;2;1;0;;0;;;;;;42549392.0;3010000.0;7999000.0;49470000.0;2.0
42039;242325336;1938582;03-11-1972;43;927195;SANTIAGO;271;SANTIAGO;44;13;C2;2.0;CONTADOR;1.0;1;1;0;PEUGEOT;1;85.0;2007.0;280000.0;2471666.0;3.0;;21274000.0;20572000.0;68789000.0;3.0
